season,daynum,wteam,wscore,lteam,lscore,wloc
H,106,623,168,671,96,H
H,106,630,216,543,182,H
H,106,639,235,534,132,H
H,106,676,161,698,120,H
H,106,683,151,707,144,H
H,106,695,170,595,144,H
H,106,708,223,693,137,H
H,106,717,134,843,132,A
H,106,731,197,603,161,A
H,106,737,175,668,151,H
H,106,739,168,648,149,A
H,106,762,127,834,125,H
H,106,766,202,704,170,H
H,106,780,139,549,132,A
H,106,786,158,778,144,H
H,106,787,185,824,173,A
H,106,801,163,771,156,H
H,106,805,211,788,204,A
H,106,836,161,798,154,H
H,106,838,146,544,139,H
H,107,505,221,684,139,H
H,107,521,158,637,137,A
H,107,525,151,614,149,H
H,107,527,209,831,166,H
H,107,528,156,657,130,H
H,107,537,226,520,221,H
H,107,559,209,746,168,H
H,107,562,185,626,130,H
H,107,569,168,743,151,A
H,107,571,199,747,187,H
H,107,576,149,723,137,A
H,107,577,180,662,168,H
H,107,578,187,599,175,H
H,107,581,182,719,175,A
H,107,585,180,814,173,H
H,107,597,178,756,168,A
H,107,611,173,785,154,H
H,107,613,175,699,170,H
H,107,615,218,570,197,A
H,107,624,156,587,146,H
H,107,625,190,628,151,A
H,107,634,230,646,173,H
H,107,635,209,799,134,H
H,107,636,226,556,209,H
H,107,640,158,515,120,A
H,107,647,168,727,146,H
H,107,666,192,651,175,A
H,107,670,187,738,161,A
H,107,673,175,715,146,A
H,107,675,151,518,110,A
H,107,714,202,530,192,H
H,107,721,154,722,115,H
H,107,729,139,849,137,H
H,107,732,173,607,163,A
H,107,749,178,678,166,H
H,107,769,185,790,151,H
H,107,775,199,596,156,H
H,107,789,166,741,154,H
H,107,794,158,629,130,H
H,107,802,185,767,168,A
H,107,803,108,759,94,A
H,107,816,180,602,132,H
H,107,825,223,847,175,H
H,107,828,204,700,163,H
H,107,835,170,594,139,A
H,107,844,166,855,127,H
H,107,846,192,575,168,A
H,107,853,223,641,170,A
H,108,513,173,702,154,H
H,108,516,202,811,173,H
H,108,522,178,540,134,H
H,108,524,182,507,142,A
H,108,535,190,851,154,H
H,108,538,158,757,151,H
H,108,544,228,648,127,H
H,108,572,185,768,120,H
H,108,579,192,519,182,H
H,108,580,175,687,170,H
H,108,620,163,808,154,A
H,108,621,216,713,182,H
H,108,622,209,552,178,A
H,108,630,180,548,170,H
H,108,631,180,834,142,A
H,108,654,182,574,154,H
H,108,660,180,546,161,H
H,108,664,173,820,158,H
H,108,667,209,590,173,A
H,108,669,132,503,127,A
H,108,679,173,777,168,A
H,108,682,250,797,182,H
H,108,703,182,711,175,A
H,108,716,149,705,127,A
H,108,725,214,841,168,A
H,108,726,192,840,173,A
H,108,739,192,776,146,H
H,108,742,156,650,151,A
H,108,745,166,588,134,H
H,108,750,163,813,137,H
H,108,752,151,601,130,H
H,108,765,185,643,175,A
H,108,783,175,818,161,A
H,108,800,185,809,173,A
H,108,807,154,565,137,H
H,108,810,182,539,180,H
H,108,812,168,761,139,A
H,108,822,149,564,98,A
H,108,826,194,718,156,H
H,108,838,137,686,132,H
H,108,839,180,606,161,A
H,108,842,211,566,156,H
H,108,848,202,645,173,H
H,109,531,199,558,168,H
H,109,533,168,642,127,A
H,109,555,175,692,125,H
H,109,616,163,509,158,H
H,109,627,235,782,214,H
H,109,634,187,605,182,A
H,109,644,142,517,125,A
H,109,728,197,612,158,A
H,109,736,168,567,144,A
H,109,744,120,653,106,H
H,109,753,180,781,137,A
H,109,755,187,758,156,H
H,109,854,168,561,125,H
H,11,660,175,829,146,N
H,11,690,134,848,120,N
H,11,793,185,604,170,N
H,11,849,194,582,132,H
H,110,504,182,790,170,A
H,110,508,190,505,170,H
H,110,511,221,512,173,A
H,110,514,139,804,130,A
H,110,518,192,674,180,A
H,110,519,151,762,134,A
H,110,521,187,698,154,H
H,110,522,194,601,175,H
H,110,525,127,645,120,A
H,110,526,166,824,125,H
H,110,531,168,561,149,H
H,110,535,166,855,144,A
H,110,537,209,690,180,A
H,110,539,202,818,197,A
H,110,546,170,583,158,A
H,110,547,190,554,187,H
H,110,549,242,651,192,H
H,110,551,178,595,144,H
H,110,553,163,814,132,H
H,110,556,214,676,163,H
H,110,559,185,778,166,H
H,110,562,161,597,158,H
H,110,564,149,620,142,H
H,110,565,185,647,170,A
H,110,568,226,510,194,A
H,110,570,175,723,151,H
H,110,571,166,560,156,H
H,110,574,180,757,142,A
H,110,575,194,587,175,A
H,110,576,187,847,149,A
H,110,577,190,695,163,H
H,110,581,182,798,175,A
H,110,582,173,733,139,A
H,110,585,202,740,178,H
H,110,586,214,833,206,A
H,110,592,185,827,178,A
H,110,598,166,850,158,A
H,110,599,182,641,161,H
H,110,600,154,550,151,A
H,110,603,178,668,173,A
H,110,604,190,769,158,H
H,110,607,166,802,144,H
H,110,610,199,593,192,A
H,110,611,161,507,127,A
H,110,613,190,639,187,A
H,110,621,216,566,199,H
H,110,622,199,529,173,H
H,110,623,175,715,146,N
H,110,624,137,661,127,A
H,110,629,154,637,146,H
H,110,630,202,851,146,H
H,110,632,192,608,180,H
H,110,633,175,784,142,H
H,110,635,137,602,125,A
H,110,643,144,819,139,H
H,110,654,185,552,173,A
H,110,655,180,515,134,H
H,110,660,190,788,163,A
H,110,662,230,708,134,H
H,110,665,218,693,190,A
H,110,666,175,771,158,A
H,110,667,166,809,158,A
H,110,669,151,534,84,A
H,110,672,192,594,168,A
H,110,673,185,729,149,H
H,110,677,218,724,206,A
H,110,678,130,530,125,A
H,110,679,166,745,161,A
H,110,680,158,681,151,H
H,110,682,185,687,178,H
H,110,685,180,734,173,A
H,110,699,178,756,158,A
H,110,702,197,516,161,A
H,110,704,199,589,190,H
H,110,707,146,523,115,A
H,110,714,182,650,170,A
H,110,716,199,812,187,A
H,110,717,235,831,182,H
H,110,718,214,834,190,A
H,110,719,190,836,173,H
H,110,720,125,738,106,H
H,110,722,197,793,185,H
H,110,728,161,567,125,A
H,110,730,226,652,170,H
H,110,731,206,746,156,H
H,110,736,161,612,158,A
H,110,737,168,829,144,H
H,110,743,168,741,166,H
H,110,747,216,619,194,H
H,110,749,158,845,154,H
H,110,750,187,686,168,H
H,110,751,166,765,149,H
H,110,752,151,540,106,H
H,110,753,194,755,151,A
H,110,754,161,502,127,H
H,110,761,178,664,161,H
H,110,764,163,843,154,A
H,110,767,175,742,151,H
H,110,768,168,711,144,A
H,110,772,182,801,173,H
H,110,773,137,506,130,H
H,110,774,168,548,130,A
H,110,776,341,648,336,H
H,110,777,163,588,158,H
H,110,779,182,775,173,H
H,110,780,149,573,146,A
H,110,783,223,810,202,A
H,110,787,175,543,166,H
H,110,792,242,791,173,A
H,110,796,168,794,166,H
H,110,797,187,580,168,A
H,110,800,182,590,158,A
H,110,805,192,617,125,H
H,110,807,187,727,175,H
H,110,808,173,822,156,H
H,110,811,204,513,194,A
H,110,816,180,799,122,A
H,110,817,178,701,166,H
H,110,825,192,615,185,A
H,110,826,185,631,170,H
H,110,828,144,528,127,H
H,110,832,146,815,144,H
H,110,835,202,520,190,H
H,110,838,182,813,156,H
H,110,840,187,725,158,H
H,110,841,180,726,170,H
H,110,842,190,713,154,H
H,110,846,173,626,151,A
H,110,848,180,545,134,H
H,110,849,146,628,127,A
H,110,852,149,557,144,H
H,110,853,175,569,173,A
H,110,854,170,558,142,H
H,111,503,202,719,197,H
H,111,524,158,712,130,H
H,111,533,158,517,156,A
H,111,555,144,509,142,H
H,111,572,163,703,151,H
H,111,616,151,692,101,H
H,111,640,168,675,149,H
H,111,642,206,644,163,H
H,111,657,178,785,134,H
H,111,658,199,653,118,A
H,111,659,180,627,178,H
H,111,663,168,578,132,H
H,111,721,185,636,168,H
H,111,758,137,781,134,A
H,111,766,173,744,146,A
H,111,782,190,541,144,H
H,111,786,182,671,180,A
H,111,789,238,596,185,A
H,111,839,180,830,170,H
H,112,508,166,506,120,H
H,112,510,170,815,163,A
H,112,525,161,740,137,A
H,112,535,190,552,180,A
H,112,543,187,803,182,A
H,112,545,182,814,163,H
H,112,559,209,717,190,A
H,112,571,192,683,127,H
H,112,593,173,707,149,H
H,112,598,202,586,170,A
H,112,600,238,547,233,H
H,112,602,166,723,125,H
H,112,610,182,523,166,A
H,112,619,252,693,194,A
H,112,685,173,804,158,A
H,112,687,240,791,190,H
H,112,734,158,514,127,H
H,112,739,163,544,158,A
H,112,745,146,777,139,H
H,112,747,187,665,139,H
H,112,754,214,701,175,H
H,112,759,161,684,139,H
H,112,773,226,505,223,H
H,112,779,180,641,127,N
H,112,796,149,722,137,A
H,112,811,226,711,144,H
H,112,816,173,847,115,A
H,112,817,178,502,168,H
H,112,820,199,795,175,H
H,112,821,170,536,154,H
H,112,832,139,550,118,A
H,112,833,206,850,185,H
H,112,838,190,750,170,H
H,113,503,168,537,166,A
H,113,530,206,846,185,A
H,113,554,226,568,214,A
H,113,592,230,769,151,H
H,113,603,170,737,134,H
H,113,623,192,625,130,H
H,113,628,170,720,154,A
H,113,629,194,556,132,H
H,113,657,221,630,161,H
H,113,661,192,639,161,H
H,113,662,218,551,125,H
H,113,669,142,690,134,H
H,113,695,180,708,161,A
H,113,698,163,637,146,H
H,113,764,149,746,125,A
H,113,798,158,534,142,A
H,113,829,180,668,134,H
H,114,515,144,827,120,A
H,114,520,226,529,175,H
H,114,523,204,684,158,H
H,114,527,194,778,151,A
H,114,528,182,700,149,H
H,114,546,185,772,163,H
H,114,549,127,583,125,H
H,114,562,151,678,139,A
H,114,569,197,741,168,A
H,114,575,168,624,151,H
H,114,576,168,570,134,H
H,114,577,185,606,139,A
H,114,581,192,836,173,H
H,114,585,180,553,127,A
H,114,589,175,782,170,A
H,114,604,214,674,197,A
H,114,611,154,828,146,H
H,114,614,173,645,163,H
H,114,615,158,799,113,H
H,114,635,154,825,151,H
H,114,636,204,794,108,H
H,114,640,192,790,163,H
H,114,655,226,518,151,H
H,114,666,211,788,154,H
H,114,671,170,673,146,H
H,114,675,142,504,132,H
H,114,676,161,721,125,H
H,114,703,185,787,151,H
H,114,712,166,507,130,H
H,114,713,194,681,170,H
H,114,714,142,626,94,A
H,114,719,187,830,173,H
H,114,731,180,831,149,A
H,114,738,190,729,132,H
H,114,749,182,587,154,H
H,114,775,226,599,214,H
H,114,785,185,524,168,H
H,114,786,214,843,122,H
H,114,789,211,663,110,H
H,114,793,197,521,154,H
H,114,801,134,617,125,H
H,114,805,185,573,170,H
H,114,835,166,811,158,A
H,114,839,144,595,134,A
H,114,849,175,670,101,H
H,114,853,192,578,187,A
H,115,509,185,517,103,H
H,115,511,211,539,180,A
H,115,519,187,580,154,H
H,115,525,221,759,180,H
H,115,535,139,844,89,H
H,115,544,158,813,144,A
H,115,564,132,727,125,A
H,115,565,187,808,168,H
H,115,574,206,855,125,H
H,115,579,211,791,180,A
H,115,588,211,745,192,H
H,115,598,187,815,178,A
H,115,605,211,540,173,A
H,115,607,170,758,158,A
H,115,622,158,654,156,A
H,115,627,197,653,108,A
H,115,631,185,774,139,H
H,115,634,199,601,180,A
H,115,643,149,716,113,A
H,115,648,209,838,170,H
H,115,660,187,651,175,A
H,115,664,170,705,120,H
H,115,667,175,633,151,H
H,115,680,185,566,170,A
H,115,692,190,642,178,H
H,115,702,209,572,182,H
H,115,718,154,548,146,H
H,115,724,190,834,139,H
H,115,725,190,818,158,H
H,115,733,185,621,166,H
H,115,739,151,686,125,A
H,115,742,156,756,125,H
H,115,753,221,732,166,H
H,115,757,168,647,110,H
H,115,764,137,829,134,H
H,115,765,182,820,108,H
H,115,766,173,658,163,H
H,115,767,158,526,139,A
H,115,776,264,750,221,H
H,115,777,182,679,163,A
H,115,783,211,512,185,H
H,115,792,214,762,175,H
H,115,800,281,784,168,H
H,115,802,182,613,122,H
H,115,807,163,538,149,A
H,115,810,166,726,158,A
H,115,812,187,751,170,H
H,115,819,120,795,113,A
H,115,824,180,650,137,H
H,115,826,180,677,151,A
H,115,842,161,582,154,A
H,115,845,235,851,156,A
H,116,522,173,752,154,H
H,116,555,180,644,163,A
H,116,561,163,612,151,H
H,116,567,120,558,86,A
H,116,616,130,533,103,A
H,116,659,175,541,163,A
H,116,704,187,744,173,H
H,116,728,166,531,156,A
H,116,730,173,781,161,H
H,116,736,146,854,125,A
H,116,740,194,645,134,H
H,116,755,180,652,166,A
H,117,503,204,639,168,A
H,117,505,216,804,197,H
H,117,508,151,773,149,A
H,117,509,190,642,149,H
H,117,511,173,783,166,A
H,117,513,161,594,149,H
H,117,515,127,675,122,H
H,117,519,182,682,154,H
H,117,526,178,650,122,H
H,117,527,173,668,163,A
H,117,529,122,669,115,H
H,117,531,211,736,178,H
H,117,535,182,845,178,H
H,117,536,134,502,103,A
H,117,537,254,581,214,H
H,117,538,182,647,154,H
H,117,545,168,553,158,H
H,117,546,139,573,120,H
H,117,547,199,833,180,A
H,117,554,175,600,170,H
H,117,556,173,521,142,A
H,117,565,168,564,149,H
H,117,566,173,681,125,H
H,117,567,168,561,127,A
H,117,568,202,832,118,H
H,117,569,166,596,154,H
H,117,570,178,799,166,A
H,117,571,168,665,137,A
H,117,574,173,552,132,H
H,117,585,168,614,110,A
H,117,586,211,510,187,H
H,117,587,130,530,122,A
H,117,588,180,777,175,H
H,117,589,166,653,122,A
H,117,592,175,518,168,A
H,117,593,175,560,166,A
H,117,595,175,830,142,H
H,117,597,257,699,238,H
H,117,602,137,576,132,A
H,117,605,154,601,139,A
H,117,607,173,753,166,A
H,117,608,163,514,151,A
H,117,610,190,693,151,H
H,117,612,158,558,151,A
H,117,617,180,788,137,H
H,117,620,125,822,122,A
H,117,621,156,582,151,A
H,117,622,175,855,113,H
H,117,623,197,670,190,A
H,117,624,192,626,120,A
H,117,625,218,628,211,H
H,117,631,161,548,132,H
H,117,634,163,540,134,A
H,117,636,190,722,146,H
H,117,641,170,578,158,H
H,117,651,197,583,182,H
H,117,655,211,790,161,A
H,117,660,235,805,209,H
H,117,666,161,549,115,H
H,117,667,242,784,202,H
H,117,671,166,738,146,H
H,117,676,185,637,168,A
H,117,677,199,834,190,H
H,117,683,142,523,132,H
H,117,684,173,803,170,H
H,117,685,204,632,187,H
H,117,686,144,544,134,H
H,117,687,192,797,142,A
H,117,690,204,798,180,H
H,117,692,149,517,134,H
H,117,698,166,629,151,H
H,117,701,182,821,166,H
H,117,702,192,711,158,H
H,117,707,151,747,146,H
H,117,708,161,606,158,H
H,117,713,166,680,142,H
H,117,714,142,575,115,H
H,117,715,204,729,190,H
H,117,718,221,774,185,H
H,117,719,168,661,156,H
H,117,721,166,794,154,A
H,117,723,185,615,110,H
H,117,724,214,826,180,H
H,117,725,190,810,115,H
H,117,726,146,818,144,H
H,117,727,185,808,156,H
H,117,728,192,854,180,A
H,117,732,180,758,151,A
H,117,734,144,506,130,A
H,117,742,180,613,139,H
H,117,745,166,679,142,A
H,117,746,228,717,197,H
H,117,749,168,562,149,H
H,117,750,190,648,175,A
H,117,751,199,716,173,A
H,117,754,206,852,175,A
H,117,755,216,730,197,A
H,117,757,161,807,122,H
H,117,761,194,664,187,A
H,117,762,214,791,197,A
H,117,764,134,843,127,H
H,117,766,240,782,166,H
H,117,767,156,824,103,A
H,117,768,146,703,139,H
H,117,769,182,827,154,H
H,117,772,168,771,149,H
H,117,776,230,838,202,H
H,117,779,180,743,142,H
H,117,780,182,801,178,H
H,117,781,161,652,149,A
H,117,786,223,603,202,A
H,117,787,173,524,163,H
H,117,789,187,775,185,H
H,117,792,233,579,202,H
H,117,793,182,796,170,A
H,117,795,144,765,139,H
H,117,800,226,633,173,H
H,117,802,178,756,127,H
H,117,809,197,590,180,A
H,117,812,192,643,125,H
H,117,813,192,739,139,H
H,117,816,192,825,151,H
H,117,817,175,557,161,A
H,117,819,163,820,144,A
H,117,831,211,829,151,H
H,117,835,214,672,180,H
H,117,836,206,520,178,H
H,117,839,192,551,163,H
H,117,841,235,840,182,H
H,117,842,199,733,175,A
H,117,846,170,678,156,A
H,117,847,180,635,173,H
H,117,848,182,814,156,A
H,117,850,180,550,151,H
H,117,851,185,844,178,H
H,117,853,170,599,168,H
H,118,504,206,674,151,H
H,118,528,182,712,156,A
H,118,539,192,512,173,H
H,118,541,202,744,178,H
H,118,555,154,533,134,A
H,118,611,168,657,139,H
H,118,616,173,644,154,A
H,118,640,178,604,158,A
H,118,658,166,627,139,H
H,118,662,163,695,156,A
H,118,700,149,785,132,A
H,118,704,211,659,209,H
H,118,731,170,559,161,H
H,118,741,156,663,139,H
H,118,778,173,577,170,H
H,118,828,166,507,144,H
H,118,849,166,673,146,A
H,119,506,163,804,154,H
H,119,514,125,632,120,H
H,119,516,204,594,156,H
H,119,530,185,575,161,A
H,119,536,218,701,194,A
H,119,557,245,754,214,H
H,119,560,168,523,156,H
H,119,562,206,846,144,H
H,119,571,142,619,134,A
H,119,581,211,534,187,H
H,119,587,185,626,166,H
H,119,593,166,683,134,A
H,119,603,166,843,161,A
H,119,608,238,685,221,A
H,119,636,156,796,134,A
H,119,678,125,714,122,H
H,119,679,163,588,142,H
H,119,693,146,707,130,A
H,119,734,182,505,180,A
H,119,747,187,610,175,A
H,119,749,187,624,149,A
H,119,773,185,684,118,H
H,119,816,144,847,118,H
H,119,821,137,502,125,A
H,119,852,166,817,158,H
H,12,557,192,630,149,H
H,12,582,180,848,146,N
H,12,590,170,552,158,N
H,12,849,202,690,134,H
H,120,519,199,580,192,H
H,120,527,221,829,202,H
H,120,574,187,851,146,H
H,120,604,197,592,194,H
H,120,625,178,673,168,H
H,120,645,151,553,146,H
H,120,654,166,552,137,H
H,120,682,218,762,202,H
H,120,687,178,579,151,H
H,120,721,182,698,122,H
H,120,740,156,545,149,A
H,120,786,221,717,211,A
H,120,792,182,797,149,H
H,120,793,178,637,144,H
H,120,814,163,585,158,A
H,120,848,192,614,154,H
H,120,855,156,844,146,A
H,121,503,190,661,170,H
H,121,504,197,769,142,H
H,121,510,175,550,151,N
H,121,518,166,515,130,H
H,121,537,175,690,137,H
H,121,549,209,805,168,H
H,121,556,163,722,134,H
H,121,573,190,651,182,H
H,121,600,214,833,194,N
H,121,606,216,830,175,A
H,121,629,170,676,132,H
H,121,640,254,827,106,H
H,121,655,185,674,154,A
H,121,668,190,831,170,A
H,121,670,187,729,149,A
H,121,671,197,628,130,H
H,121,695,151,551,144,A
H,121,699,206,742,163,H
H,121,719,154,669,134,A
H,121,720,125,715,115,A
H,121,731,206,764,130,H
H,121,737,182,559,168,A
H,121,743,144,596,127,A
H,121,751,194,664,158,H
H,121,765,158,812,139,H
H,121,771,173,801,144,H
H,121,780,120,546,94,H
H,121,790,142,675,118,H
H,121,794,190,521,144,H
H,121,795,173,705,142,H
H,121,798,240,520,154,H
H,121,802,149,597,142,H
H,121,819,163,716,120,H
H,121,820,192,761,166,H
H,121,832,149,598,134,N
H,121,836,209,534,158,H
H,121,839,180,708,144,H
H,121,849,144,623,142,H
H,121,850,185,815,175,N
H,121,853,211,779,192,A
H,122,511,173,726,144,H
H,122,512,218,725,185,H
H,122,529,175,581,173,H
H,122,536,166,852,120,H
H,122,538,206,808,161,A
H,122,547,235,510,161,N
H,122,554,161,600,127,N
H,122,557,158,821,156,A
H,122,577,173,595,134,H
H,122,586,192,850,180,N
H,122,593,173,523,158,A
H,122,605,182,522,139,H
H,122,608,151,505,149,H
H,122,613,163,526,156,H
H,122,620,144,727,132,H
H,122,632,168,506,144,H
H,122,665,175,619,161,H
H,122,666,170,617,134,A
H,122,667,175,633,137,N
H,122,734,209,773,182,H
H,122,756,178,824,175,H
H,122,757,151,564,144,A
H,122,778,180,746,142,H
H,122,789,163,641,139,H
H,122,800,168,752,130,N
H,122,804,190,508,166,H
H,122,809,163,634,122,N
H,122,810,206,841,170,H
H,122,822,166,565,139,H
H,122,832,158,568,144,N
H,122,840,228,818,214,A
H,123,513,178,711,175,N
H,123,519,142,687,134,N
H,123,531,190,567,161,A
H,123,547,185,832,139,N
H,123,572,197,516,182,N
H,123,574,235,654,202,N
H,123,586,154,554,132,N
H,123,594,149,703,108,N
H,123,615,178,847,154,N
H,123,622,190,855,142,N
H,123,624,151,575,149,N
H,123,626,146,714,144,N
H,123,627,149,653,94,N
H,123,635,173,799,146,N
H,123,652,156,732,151,N
H,123,659,166,541,151,N
H,123,664,173,643,149,H
H,123,728,151,558,94,H
H,123,736,170,561,146,H
H,123,740,132,645,125,A
H,123,761,180,795,168,A
H,123,765,180,716,151,H
H,123,781,156,758,122,N
H,123,782,185,744,175,N
H,123,792,211,682,170,N
H,123,800,170,605,146,A
H,123,809,190,667,142,A
H,123,814,194,848,192,N
H,123,819,204,812,202,H
H,123,820,190,705,144,H
H,123,854,228,612,197,A
H,124,502,163,701,144,H
H,124,506,161,608,151,A
H,124,509,173,692,137,N
H,124,511,211,725,192,H
H,124,512,178,726,154,H
H,124,519,151,792,137,N
H,124,521,178,796,163,H
H,124,526,156,756,113,A
H,124,531,223,612,192,A
H,124,533,125,644,113,N
H,124,534,168,503,158,H
H,124,535,139,574,132,N
H,124,536,161,557,132,H
H,124,537,206,520,158,A
H,124,556,202,698,166,H
H,124,559,218,527,130,A
H,124,560,142,683,120,H
H,124,562,137,626,134,N
H,124,564,211,538,204,H
H,124,565,206,620,187,A
H,124,566,211,680,180,N
H,124,570,146,602,118,N
H,124,572,173,811,163,N
H,124,573,156,617,142,H
H,124,576,146,723,125,N
H,124,586,233,547,216,N
H,124,588,151,679,122,N
H,124,589,163,782,144,N
H,124,599,185,596,146,H
H,124,606,158,551,134,H
H,124,613,185,824,151,H
H,124,616,139,517,96,N
H,124,621,204,713,178,N
H,124,628,185,715,146,H
H,124,632,194,505,173,H
H,124,637,178,629,151,H
H,124,639,175,719,149,H
H,124,640,166,592,161,A
H,124,642,214,555,182,N
H,124,651,240,546,142,H
H,124,655,158,504,149,H
H,124,660,168,549,146,H
H,124,661,139,669,122,H
H,124,666,216,805,190,A
H,124,671,173,720,139,A
H,124,674,154,515,130,A
H,124,675,161,518,108,H
H,124,678,156,587,122,N
H,124,685,180,514,163,H
H,124,704,194,627,180,N
H,124,707,115,610,106,H
H,124,717,206,603,192,A
H,124,722,185,794,125,H
H,124,728,166,561,125,H
H,124,729,178,625,158,H
H,124,734,180,508,154,H
H,124,736,106,558,96,H
H,124,737,154,764,146,H
H,124,738,166,670,146,A
H,124,739,180,777,137,N
H,124,741,182,578,170,A
H,124,742,221,597,170,H
H,124,743,180,641,149,H
H,124,747,185,693,178,A
H,124,749,180,624,151,N
H,124,755,168,652,134,N
H,124,757,168,808,132,A
H,124,766,168,659,163,N
H,124,767,202,650,146,H
H,124,776,161,544,149,N
H,124,778,182,668,175,A
H,124,779,125,663,118,A
H,124,780,139,583,115,A
H,124,781,180,730,170,N
H,124,783,173,539,144,H
H,124,788,180,771,151,H
H,124,790,168,827,156,A
H,124,793,182,721,170,A
H,124,798,163,529,154,A
H,124,800,192,809,166,N
H,124,801,178,772,146,H
H,124,802,190,699,175,A
H,124,804,190,773,156,H
H,124,807,228,647,144,H
H,124,810,199,840,173,H
H,124,814,204,740,170,H
H,124,816,182,615,134,N
H,124,817,199,754,173,H
H,124,818,206,841,163,H
H,124,821,206,852,168,H
H,124,822,180,727,168,H
H,124,825,175,635,127,N
H,124,835,170,594,144,H
H,124,836,170,690,161,A
H,124,838,211,648,158,H
H,124,839,187,695,173,A
H,124,843,170,831,161,H
H,124,845,180,622,175,H
H,124,846,168,530,158,N
H,124,853,230,789,156,H
H,124,854,144,567,120,A
H,125,509,178,642,132,N
H,125,528,180,700,146,N
H,125,562,168,846,166,N
H,125,576,149,825,144,N
H,125,589,161,766,151,N
H,125,604,144,769,132,A
H,125,607,175,781,125,N
H,125,611,142,785,113,N
H,125,616,180,533,120,N
H,125,623,202,673,144,H
H,125,631,180,834,122,N
H,125,636,190,676,178,A
H,125,658,197,704,194,N
H,125,672,173,768,166,N
H,125,677,182,724,175,N
H,125,702,187,513,146,N
H,125,708,197,577,190,H
H,125,712,170,657,163,N
H,125,731,134,829,130,A
H,125,749,154,678,132,N
H,125,753,173,755,151,H
H,125,774,158,718,132,N
H,125,776,211,588,149,N
H,125,786,199,746,178,H
H,125,816,151,570,120,N
H,125,826,197,548,149,N
H,125,828,194,507,149,N
H,125,830,192,662,187,H
H,125,838,146,739,130,H
H,126,528,170,712,146,N
H,126,529,216,520,194,A
H,126,562,192,749,134,N
H,126,599,204,663,178,A
H,126,619,170,665,166,N
H,126,631,173,774,161,N
H,126,641,178,596,149,H
H,126,658,166,589,130,N
H,126,661,199,581,180,H
H,126,664,187,819,161,A
H,126,672,199,572,142,N
H,126,690,194,534,154,H
H,126,707,182,693,132,N
H,126,719,190,503,185,A
H,126,741,180,578,175,H
H,126,753,173,607,151,H
H,126,795,226,812,204,H
H,126,816,168,576,149,N
H,126,826,170,677,120,N
H,126,828,161,611,122,N
H,126,835,187,702,142,H
H,126,836,187,798,154,H
H,127,508,139,506,132,A
H,127,523,250,683,247,N
H,127,582,182,621,161,N
H,127,631,158,826,154,N
H,127,685,216,608,187,H
H,127,728,178,736,161,A
H,127,734,134,773,132,H
H,127,804,163,632,158,H
H,127,824,206,756,192,N
H,127,835,154,672,125,H
H,127,842,197,566,144,H
H,127,845,166,535,125,H
H,128,603,110,829,98,N
H,128,619,163,571,156,N
H,128,737,175,843,120,N
H,128,747,180,523,175,N
H,128,751,154,664,139,H
H,128,764,161,668,125,N
H,128,765,161,795,139,H
H,128,771,182,573,178,N
H,128,772,151,549,146,N
H,128,778,199,717,192,H
H,128,801,178,617,125,N
H,128,805,204,546,146,N
H,128,838,187,776,146,H
H,128,842,144,582,137,H
H,129,527,197,778,180,A
H,129,536,170,701,134,N
H,129,537,209,529,168,N
H,129,538,130,620,120,N
H,129,539,166,726,110,N
H,129,556,185,637,182,N
H,129,557,178,852,170,N
H,129,559,199,764,168,N
H,129,569,178,741,137,H
H,129,593,132,560,127,N
H,129,595,173,551,146,N
H,129,610,154,707,149,N
H,129,613,149,742,146,N
H,129,625,185,729,118,N
H,129,629,233,794,168,N
H,129,639,190,661,137,N
H,129,651,197,801,158,H
H,129,655,204,515,134,N
H,129,666,149,771,134,N
H,129,674,149,769,134,N
H,129,676,168,698,146,N
H,129,690,180,836,151,N
H,129,699,173,650,158,N
H,129,715,182,673,154,N
H,129,719,156,669,132,N
H,129,720,158,628,154,N
H,129,725,199,512,197,N
H,129,731,161,737,142,N
H,129,757,127,727,106,N
H,129,767,156,526,139,N
H,129,779,163,641,115,N
H,129,780,166,772,134,N
H,129,786,178,603,166,N
H,129,789,158,743,125,N
H,129,796,163,521,156,N
H,129,802,194,824,113,H
H,129,805,199,660,182,N
H,129,807,168,565,154,N
H,129,810,230,511,214,N
H,129,817,199,754,161,H
H,129,818,190,783,178,N
H,129,821,101,502,91,N
H,129,822,214,564,199,N
H,129,827,197,504,166,N
H,129,853,187,599,175,N
H,13,562,254,819,120,H
H,13,598,178,506,175,N
H,13,631,158,531,156,N
H,13,717,182,522,115,H
H,130,508,170,734,154,N
H,130,518,158,790,127,N
H,130,537,226,690,173,N
H,130,538,161,757,125,N
H,130,557,206,536,192,N
H,130,559,192,786,161,N
H,130,569,182,779,175,H
H,130,577,199,830,182,N
H,130,610,175,619,154,N
H,130,616,173,509,154,H
H,130,623,226,715,156,N
H,130,625,151,670,134,N
H,130,636,214,629,178,N
H,130,639,175,719,168,N
H,130,640,194,827,151,N
H,130,651,187,666,180,H
H,130,655,156,592,146,N
H,130,671,130,738,101,N
H,130,675,175,674,154,N
H,130,676,144,722,139,N
H,130,695,170,606,156,N
H,130,699,194,767,158,N
H,130,708,202,662,173,N
H,130,720,139,849,120,N
H,130,721,178,556,142,N
H,130,725,180,810,178,N
H,130,731,146,527,115,N
H,130,747,173,593,158,N
H,130,751,166,765,158,H
H,130,789,151,853,137,N
